tx,ty,tz,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz,tic
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.823974609375001e-10
0.34846537891567786,0.010292944104933763,0.0007533732888987586,1.0000000010087389,7.874219611669874e-07,-1.0367333554102169e-07,-2.4925172300465964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64813232421875e-10
0.6923281975497132,0.018471627624032365,0.0014800782623328554,0.9999999923509605,6.178280180320611e-06,1.4949190988529453e-06,-4.730169097034219e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.472442626953125e-10
1.0359056853238922,0.022014813331106053,0.002192751514352941,0.9999999775489032,2.3020977614771884e-05,3.793069540542786e-06,-0.00019455124187933275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2966003417968748e-10
1.3792576121489286,0.021685577090511683,0.002887716667092526,0.9999999865786915,2.7135686334585387e-05,6.649555201772502e-06,-0.00031449613923623793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12060546875e-10
1.7227291484757334,0.019137592716804583,0.003562092793289808,0.9999999444007671,2.4462144296640426e-05,8.033874740262591e-06,-0.0003795704779511159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.944763183593752e-10
2.066055634777953,0.01654287279511958,0.004216749528251475,0.9999999338111241,1.907152435342813e-05,8.53410796112203e-06,-0.0004210171523376681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.768768310546876e-10
2.4094983442383486,0.014134001942534242,0.004856133609381593,0.9999998822735802,1.3302777684133962e-05,8.709028274061482e-06,-0.00044053948109634597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592926025390624e-10
2.752767790847716,0.008138025999783052,0.005488845649473793,0.9999998174704581,1.773250945517511e-05,1.0015967436058184e-05,-0.0005287349953685228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.417236328125001e-10
3.096204072110484,-0.0037776302121570538,0.006117434877876389,0.9999997040886077,2.997147020612042e-05,1.2235424207727523e-05,-0.0007277783773443114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.241241455078125e-10
3.439182515962434,-0.020591856730917686,0.006730912420715434,0.9999996323858752,3.3302282319148244e-05,1.4959759398007578e-05,-0.0009040570903674248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.065399169921875e-10
3.7820964104046526,-0.04063675757160471,0.0073250692635057684,0.9999995113394441,2.1879362736894292e-05,1.5847058941174616e-05,-0.0009676876356488902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8895568847656253e-10
4.124806009780331,-0.06183390912819427,0.007901187311756557,0.9999995068186837,1.1970647148279511e-05,1.6417874473828133e-05,-0.0009859040860172705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71356201171875e-10
4.4676498698921705,-0.083041729314449,0.008461011049437585,0.9999995138772497,1.4001212261034901e-06,1.7757648399870138e-05,-0.000990187283796176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3787231445312496e-11
4.810376987617636,-0.10406410882181569,0.009004865527760883,0.9999995325087369,-6.821657242128525e-06,1.818682522508808e-05,-0.0009921068141704793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.362030029296875e-10
5.153385158234778,-0.12488617017979499,0.009534898040441412,0.9999995335168141,-1.3511464237302386e-05,1.8033726928806312e-05,-0.0009909513879503636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18603515625e-10
5.496143034860972,-0.14551043601567165,0.010051406821049626,0.9999995059137896,-1.7410270797056312e-05,1.7111857031319047e-05,-0.0009920744890862833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.010040283203125e-10
5.839044021404238,-0.16599334540388355,0.010556237408872994,0.999999525897502,-2.101334339582306e-05,1.6727679874416514e-05,-0.0009912312947881665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.834350585937501e-10
6.181823964921506,-0.18634017374855064,0.011049468338452923,0.9999995049106482,-2.3221334984587985e-05,1.7063896766487578e-05,-0.0009905608820604667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.658355712890625e-10
6.524747823258667,-0.2065636258081502,0.011531540973662407,0.9999995629839935,-2.3603608468574338e-05,1.7460596015446008e-05,-0.000990335439469431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.482666015625e-10
6.867551730386156,-0.2266612479769569,0.01200245677700648,0.9999995287989661,-2.5726137953091324e-05,1.736579953932853e-05,-0.0009896251614826528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3066711425781247e-10
7.21061333078603,-0.24692124339098798,0.012463782146668,0.9999995089535546,-2.5330904255930645e-05,1.7031652878585528e-05,-0.0010044335388572235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1308288574218751e-10
7.553382371725422,-0.2676406361792105,0.012915473382810093,0.9999994954932084,-2.5688366110816897e-05,1.5046204058513493e-05,-0.001020789650978078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.954833984375e-10
7.896262811024532,-0.2887148205575764,0.013359258572968411,0.999999485064401,-2.7208837793825845e-05,1.464916788494731e-05,-0.0010245769926445674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.779144287109376e-10
8.239008901546564,-0.30985221701092386,0.013793654812457569,0.9999995214134458,-2.777142607326361e-05,1.4979021081306942e-05,-0.0010261911810018833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.603149414062501e-10
8.581756005812512,-0.3309809828868125,0.014218602791652962,0.9999994859310153,-2.8012067255204825e-05,1.6248299743647567e-05,-0.0010278951177540136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.427154541015626e-10
8.924636514458646,-0.3520782011697687,0.014633974753535211,0.9999994494655288,-2.9720963320916244e-05,1.7969722839746718e-05,-0.0010273955753312396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.251464843750001e-10
9.26752529558077,-0.37305669055534835,0.01503947975237611,0.9999994762572085,-3.001879724079883e-05,1.8258319317210423e-05,-0.0010279978038270213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07562255859375e-10
9.610425961537443,-0.393858752211768,0.01543614054297659,0.9999994975702448,-2.955822287492515e-05,1.9734736220724404e-05,-0.0010278680408463594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8996276855468746e-10
9.953196024249717,-0.4145147729570592,0.01582318032237619,0.9999994732879126,-2.9175646092787372e-05,1.919859155351148e-05,-0.0010301842795840468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72393798828125e-10
10.296082936620365,-0.4352564207042698,0.016202768158567464,0.9999994274377509,-2.9809782402158397e-05,2.075203938712078e-05,-0.0010445667526177804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479431152343751e-11
10.638799268075369,-0.45668280192284755,0.01657433251022927,0.9999994315071341,-2.9180729426460366e-05,2.1660768754714464e-05,-0.0010544949437905264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3719482421875e-10
10.981591165770622,-0.4792134961096093,0.016939120030942154,0.9999993712902482,-2.5441719875409187e-05,2.4375282632111453e-05,-0.0011017982415838928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.196258544921874e-10
11.324320733836526,-0.5027367161886754,0.01729488224909708,0.9999993375556234,-2.362588728580525e-05,2.465287794477782e-05,-0.0011305889296086345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.020416259765625e-10
11.666999557083184,-0.5269584438930383,0.017642820267232868,0.9999993799974549,-2.59587582913381e-05,2.5001564212724704e-05,-0.0011383846701104212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84442138671875e-10
12.009529501153395,-0.5514341368537446,0.01798294725742392,0.9999993534645083,-2.7930705890121473e-05,2.5632825569023766e-05,-0.00113985275243334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668731689453125e-10
12.352194541154898,-0.5759145122580444,0.018315367697389034,0.9999993540450227,-2.9875598311941293e-05,2.4805015585553536e-05,-0.001140466702828341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4927368164062504e-10
12.694731510099116,-0.6003456444171922,0.018640893561123025,0.9999993464062266,-3.2580758613819796e-05,2.435029436936042e-05,-0.00113979457349876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3167419433593748e-10
13.03740351391771,-0.6247398465903199,0.018959765142379008,0.9999993963671575,-3.264308469009585e-05,2.559247115410476e-05,-0.0011394381442884904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14105224609375e-10
13.380076129057008,-0.6491169197750252,0.0192708724479954,0.9999993510341008,-3.2917195227115354e-05,2.5587705214380528e-05,-0.0011403055526919743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9652099609375e-10
13.72269767819253,-0.6738987438777594,0.019574339371067704,0.9999993298924252,-3.2810626998941196e-05,2.531497921386644e-05,-0.0011400782901920625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.789215087890625e-10
14.065054642847244,-0.6997281673745699,0.019868943417878253,0.9999993957758211,-3.3062415621987364e-05,2.4786212739035047e-05,-0.001139774751713011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.613525390625001e-10
14.407518888215286,-0.7256376682570014,0.020159550377797153,0.999999359001388,-3.3373443367566064e-05,2.477878836784308e-05,-0.001133405779789577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.437530517578126e-10
14.750059497788694,-0.7493745416404815,0.020453867053252486,0.9999994281417367,-4.493763930362804e-05,2.337287771381014e-05,-0.0010442435175882724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26153564453125e-10
15.05867708270727,-0.7670152843315119,0.020720137614236807,0.9999996383973881,-6.139376925801772e-05,1.9885867214301716e-05,-0.0008775419419919862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203399658203126e-10
15.401745856677723,-0.7808011932996407,0.021008201288577524,0.999999707586786,-6.230326689522107e-05,1.7946248296284518e-05,-0.0007694657861094645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0275573730468746e-10
15.744943122075176,-0.790920872906745,0.021293301406788263,0.9999997305383344,-5.108221784015618e-05,1.760572172321967e-05,-0.0007756361932110883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8515625e-10
16.088090574025674,-0.8024000630966488,0.021588575340291148,0.9999995701828718,-2.7445447436518418e-05,2.0427660558661053e-05,-0.00091453120939409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6758728027343752e-10
16.431113777960636,-0.8198502885815175,0.021890257478542376,0.9999992965049641,1.475569373764442e-06,2.467884420141415e-05,-0.0011776010239275326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.997253417968751e-11
16.773333874036446,-0.8467098364667618,0.022187028260100935,0.9999989847049251,1.649419518637969e-05,2.7659275947448886e-05,-0.0014259689594459841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.324035644531251e-10
17.115135540029318,-0.8805122785525967,0.022472762782973874,0.9999988522025534,8.847134262313739e-06,2.861995392957761e-05,-0.0015173758031466434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.148040771484374e-10
17.456667796647263,-0.9168721648285483,0.022741691177588546,0.9999988266115593,-2.5582340955810405e-06,2.986565292447101e-05,-0.0015426126576630805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97235107421875e-10
17.79782072407759,-0.9545143836606272,0.022985082965139864,0.9999987736117307,-1.2498091692739452e-05,3.0193619568285186e-05,-0.0015499141998272703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.796356201171874e-10
18.13672805103989,-0.9932796482257025,0.023265461822973222,0.9999987936155788,-2.1176793746234313e-05,3.064741228502978e-05,-0.0015516513541333357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.620361328125e-10
18.465443273365985,-1.03354192428941,0.023947189037389165,0.9999987802342967,-2.747110168001494e-05,3.242199422672045e-05,-0.0015507104568409991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4446716308593745e-10
18.77728226324335,-1.075224315274081,0.024729531439621016,0.9999988147290331,-6.821226427871406e-05,5.036238389382205e-05,-0.001547493474416219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2688293457031247e-10
19.07516989916625,-1.116225464507288,0.022749054937411424,0.9999987730552873,-0.00013616543310746563,0.00022133147591146354,-0.0015393585265386196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09283447265625e-10
19.36507725782911,-1.1540623891634234,0.015303898877395987,0.9999987120037523,-0.00014234173010291707,0.00048235032724034934,-0.0015353456409728987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.917144775390626e-10
19.65316872842875,-1.1860348376418761,0.0016481143041528021,0.9999985388230669,-7.681027446198796e-05,0.0007394304086019156,-0.0015368718719558892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74114990234375e-10
19.943818976110872,-1.2120348431941483,-0.0181121205028219,0.9999983646813357,7.211519243343527e-05,0.0009603804999851335,-0.0015430545421835453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.565155029296874e-10
20.234965379887036,-1.2373122286083147,-0.0427177058854649,0.9999980628308577,0.00022229078420676012,0.001183437176970341,-0.0015490642005124436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38946533203125e-10
20.526786654469273,-1.2664282066578723,-0.07233954547472356,0.9999977182406833,0.00029835921988121046,0.001431650187174216,-0.0015496440515450356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213623046875e-10
20.82348490165458,-1.3013309266193067,-0.10976115170462174,0.9999973127780121,0.00031695215193845906,0.0017048618048800307,-0.0015446177822217239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0376281738281255e-10
21.130010291142888,-1.341247255414842,-0.15669797367137794,0.9999967997723623,0.000328171696028707,0.0019773436245031717,-0.0015383623210161637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8619384765625e-10
21.449931388241204,-1.381793212195062,-0.21264168488306373,0.9999964823282209,0.00026001462147607436,0.002144678136407745,-0.0015235286105351423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6859436035156248e-10
21.782257615588524,-1.4213405675365016,-0.27520571883965406,0.9999964825895383,0.00023466803764964406,0.002168963061984377,-0.001519157136679097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0994873046875005e-11
22.11931896677341,-1.4614175841004764,-0.3399478732350824,0.9999965176940112,0.00022651605146746577,0.002153457751352406,-0.0015109986139515276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.334259033203126e-10
22.45738387046352,-1.5004765435349847,-0.40453205764590605,0.9999966559721235,0.00021963433117519127,0.0021296731210289303,-0.001418654615283847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.158416748046874e-10
22.796139917631788,-1.534457204357773,-0.4686447727439797,0.9999970250090398,0.00021423761262435144,0.0021049495324934535,-0.0011967709803915572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.982421875e-10
23.141549012601953,-1.5699875344695344,-0.5331952958222105,0.9999973018961053,0.00021937538962636457,0.002084017738512843,-0.0009869243479621054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.806427001953124e-10
23.501970584897077,-1.6200206891398035,-0.599417447129851,0.9999973853164278,0.00023165325080619367,0.0020697629597374798,-0.0009207748897378137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6307373046875e-10
23.876276292408043,-1.6754478455722865,-0.6653040042850051,0.9999978125996472,-6.15298694243847e-05,0.0018742937801879433,-0.0008859318568083018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.454742431640625e-10
24.25661077061675,-1.7150611420615323,-0.7268673844051399,0.999998272644947,-0.00023839858081975947,0.0016454085683487352,-0.0008526417799141384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279052734375e-10
24.641132926105005,-1.7367036379000917,-0.7825595986487451,0.9999986023216687,-0.00027818882217002847,0.0014174375726230884,-0.0008323355910031014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10321044921875e-10
25.0302323359015,-1.7474249549762608,-0.8318605497367575,0.9999989012093393,-0.00025702755386427145,0.0011694820768269234,-0.0008243049366237241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.927215576171875e-10
25.42483582851304,-1.750085284768819,-0.8740840196804917,0.9999992501092139,-0.0002006668535972667,0.0009009226286142875,-0.0008267546817822301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.751220703125e-10
25.82506661039495,-1.7464197774993382,-0.9082917824007396,0.9999994214599821,-0.00011025482714716366,0.0006125492485364228,-0.0008402319507024787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575531005859374e-10
26.233999393874146,-1.7417192401253663,-0.9335096256001009,0.9999995459198948,2.016565420035218e-05,0.0003007273623383207,-0.0008611275935524988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3995361328125e-10
26.653289940316416,-1.741112111150801,-0.9483463303931722,0.9999995427711552,0.00015262471812646915,-5.7904091279404486e-05,-0.0008950090816983364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.223846435546875e-10
27.079714416558172,-1.74404438676626,-0.9501799192586774,0.999999388589234,0.00022932354644616555,-0.0004958093926025268,-0.0009344396610384652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0480041503906255e-10
27.509190982227647,-1.7487906262287773,-0.9365647407789626,0.9999990185467446,0.00029898142554653245,-0.0009620282078164552,-0.0009745975502785156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87200927734375e-10
27.93915091630388,-1.754717089260468,-0.906804990330779,0.9999983891617087,0.0003698005771885453,-0.0014287104610683822,-0.001012934424496939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960144042968752e-10
28.368093055587234,-1.7614762244040008,-0.8598454009415721,0.9999975519512959,0.00044062915782916,-0.0018954880909148525,-0.001050191808681205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2032470703125006e-11
28.79570292188434,-1.7688913467828435,-0.7927047980727268,0.9999964811257113,0.0005111998191598625,-0.002361123540506684,-0.0010887097770502334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.344329833984375e-10
29.21712544036085,-1.7807687720986844,-0.7047766997232426,0.9999951941478262,0.0005813418382028165,-0.002828174015381681,-0.0011264319161756935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16864013671875e-10
29.61549625470083,-1.8093204895882236,-0.6016361682044256,0.99999367972709,0.0006511713542363211,-0.0032942036373373334,-0.0011627847468173027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.992645263671874e-10
29.967265973804125,-1.862969351730271,-0.4940645249169523,0.999991992513174,0.0007217975850005217,-0.0037628590985078246,-0.001199117224993914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816802978515624e-10
